Unit	F	f_feminin	score_feminin	f_manuel	score_manuel	f_masculin	score_masculin
随风飘	2	1	0.2296	0	-0.3455	1	0.2778
尚远	2	1	0.2296	0	-0.3455	1	0.2778
清凉	2	1	0.2296	0	-0.3455	1	0.2778
晴朗	2	1	0.2296	0	-0.3455	1	0.2778
秋光里	2	1	0.2296	0	-0.3455	1	0.2778
遥遥	2	1	0.2296	0	-0.3455	1	0.2778
盘丝洞	2	1	0.2296	1	0.2607	0	-0.3256
除妖	2	1	0.2296	1	0.2607	0	-0.3256
行至	2	1	0.2296	1	0.2607	0	-0.3256
庄前	2	1	0.2296	1	0.2607	0	-0.3256
笑话	2	1	0.2296	1	0.2607	0	-0.3256
连个	2	1	0.2296	1	0.2607	0	-0.3256
化不来	2	1	0.2296	1	0.2607	0	-0.3256
硬着头皮	2	1	0.2296	1	0.2607	0	-0.3256
一段路	2	1	0.2296	1	0.2607	0	-0.3256
茅屋	2	1	0.2296	1	0.2607	0	-0.3256
木香	2	1	0.2296	1	0.2607	0	-0.3256
踢球	2	1	0.2296	1	0.2607	0	-0.3256
欢欢喜喜	2	1	0.2296	1	0.2607	0	-0.3256
来说	2	1	0.2296	1	0.2607	0	-0.3256
佛地	2	1	0.2296	1	0.2607	0	-0.3256
心地	2	1	0.2296	0	-0.3455	1	0.2778
铺设	2	1	0.2296	1	0.2607	0	-0.3256
石桌	2	1	0.2296	1	0.2607	0	-0.3256
阴森	2	1	0.2296	1	0.2607	0	-0.3256
吉多	2	1	0.2296	1	0.2607	0	-0.3256
断然	2	1	0.2296	1	0.2607	0	-0.3256
不善	2	1	0.2296	1	0.2607	0	-0.3256
从何而来	2	1	0.2296	1	0.2607	0	-0.3256
'	2	2	0.8893	0	-0.3455	0	-0.3256
妹妹	2	1	0.2296	1	0.2607	0	-0.3256
快办	2	1	0.2296	1	0.2607	0	-0.3256
轻快	2	1	0.2296	0	-0.3455	1	0.2778
压住	2	1	0.2296	0	-0.3455	1	0.2778
石室里	2	2	0.8893	0	-0.3455	0	-0.3256
之上	2	1	0.2296	1	0.2607	0	-0.3256
等待	2	1	0.2296	1	0.2607	0	-0.3256
推	2	2	0.8893	0	-0.3455	0	-0.3256
换上	2	1	0.2296	1	0.2607	0	-0.3256
手持	2	1	0.2296	0	-0.3455	1	0.2778
腰间	2	2	0.8893	0	-0.3455	0	-0.3256
莫要	2	1	0.2296	0	-0.3455	1	0.2778
有违	2	1	0.2296	1	0.2607	0	-0.3256
天理	2	2	0.8893	0	-0.3455	0	-0.3256
哈哈	2	1	0.2296	0	-0.3455	1	0.2778
急急	2	2	0.8893	0	-0.3455	0	-0.3256
何处	2	1	0.2296	1	0.2607	0	-0.3256
且说	2	1	0.2296	1	0.2607	0	-0.3256
山	2	1	0.2296	1	0.2607	0	-0.3256
啃	2	1	0.2296	1	0.2607	0	-0.3256
一棵树	2	1	0.2296	1	0.2607	0	-0.3256
蹲	2	1	0.2296	1	0.2607	0	-0.3256
微妙	2	2	0.8893	0	-0.3455	0	-0.3256
直觉	2	2	0.8893	0	-0.3455	0	-0.3256
浓	2	2	0.8893	0	-0.3455	0	-0.3256
实实在在	2	2	0.8893	0	-0.3455	0	-0.3256
树上	2	1	0.2296	1	0.2607	0	-0.3256
含糊	2	1	0.2296	1	0.2607	0	-0.3256
要紧	2	1	0.2296	0	-0.3455	1	0.2778
滑腻	2	1	0.2296	0	-0.3455	1	0.2778
冒火	2	1	0.2296	1	0.2607	0	-0.3256
商议	2	1	0.2296	1	0.2607	0	-0.3256
其余	2	2	0.8893	0	-0.3455	0	-0.3256
一伙	2	2	0.8893	0	-0.3455	0	-0.3256
拦截	2	1	0.2296	0	-0.3455	1	0.2778
乱跑	2	1	0.2296	1	0.2607	0	-0.3256
陶碗	2	2	0.8893	0	-0.3455	0	-0.3256
趁	2	1	0.2296	0	-0.3455	1	0.2778
踩住	2	1	0.2296	1	0.2607	0	-0.3256
驱使	2	2	0.8893	0	-0.3455	0	-0.3256
顺便	2	2	0.8893	0	-0.3455	0	-0.3256
骨头	2	1	0.2296	1	0.2607	0	-0.3256
何必	2	1	0.2296	1	0.2607	0	-0.3256
太	2	1	0.2296	1	0.2607	0	-0.3256
吃食	2	2	0.8893	0	-0.3455	0	-0.3256
一动	2	1	0.2296	0	-0.3455	1	0.2778
果真	2	1	0.2296	1	0.2607	0	-0.3256
也好	2	1	0.2296	1	0.2607	0	-0.3256
上路	2	1	0.2296	1	0.2607	0	-0.3256
真心	2	1	0.2296	0	-0.3455	1	0.2778
主意	2	1	0.2296	1	0.2607	0	-0.3256
从前	2	1	0.2296	1	0.2607	0	-0.3256
天明	2	0	-0.3866	2	0.9678	0	-0.3256
元大仙	2	0	-0.3866	2	0.9678	0	-0.3256
结为	2	0	-0.3866	2	0.9678	0	-0.3256
路西	2	0	-0.3866	2	0.9678	0	-0.3256
有钱	2	0	-0.3866	2	0.9678	0	-0.3256
买	2	0	-0.3866	2	0.9678	0	-0.3256
五行	2	0	-0.3866	2	0.9678	0	-0.3256
懒惰	2	0	-0.3866	2	0.9678	0	-0.3256
勤快	2	0	-0.3866	2	0.9678	0	-0.3256
何曾	2	0	-0.3866	1	0.2607	1	0.2778
一纵	2	0	-0.3866	2	0.9678	0	-0.3256
根本	2	0	-0.3866	2	0.9678	0	-0.3256
充饥	2	0	-0.3866	2	0.9678	0	-0.3256
样子	2	0	-0.3866	2	0.9678	0	-0.3256
满心欢喜	2	0	-0.3866	2	0.9678	0	-0.3256
回身	2	0	-0.3866	1	0.2607	1	0.2778
饿	2	0	-0.3866	2	0.9678	0	-0.3256
合掌	2	0	-0.3866	2	0.9678	0	-0.3256
愿心	2	0	-0.3866	2	0.9678	0	-0.3256
来此	2	0	-0.3866	2	0.9678	0	-0.3256
来历	2	0	-0.3866	2	0.9678	0	-0.3256
没个	2	0	-0.3866	2	0.9678	0	-0.3256
送给	2	0	-0.3866	2	0.9678	0	-0.3256
送饭	2	0	-0.3866	2	0.9678	0	-0.3256
收下	2	0	-0.3866	2	0.9678	0	-0.3256
分成	2	0	-0.3866	2	0.9678	0	-0.3256
挡住	2	0	-0.3866	2	0.9678	0	-0.3256
善心	2	0	-0.3866	2	0.9678	0	-0.3256
预先	2	0	-0.3866	2	0.9678	0	-0.3256
无故	2	0	-0.3866	2	0.9678	0	-0.3256
拖	2	0	-0.3866	2	0.9678	0	-0.3256
几只	2	0	-0.3866	2	0.9678	0	-0.3256
唐僧才	2	0	-0.3866	2	0.9678	0	-0.3256
此间	2	0	-0.3866	2	0.9678	0	-0.3256
平民	2	0	-0.3866	2	0.9678	0	-0.3256
不管	2	0	-0.3866	2	0.9678	0	-0.3256
作恶	2	0	-0.3866	2	0.9678	0	-0.3256
二十遍	2	0	-0.3866	2	0.9678	0	-0.3256
服侍	2	0	-0.3866	2	0.9678	0	-0.3256
十八岁	2	0	-0.3866	2	0.9678	0	-0.3256
水帘洞	2	0	-0.3866	2	0.9678	0	-0.3256
经	2	0	-0.3866	2	0.9678	0	-0.3256
老公公	2	0	-0.3866	2	0.9678	0	-0.3256
成	2	0	-0.3866	2	0.9678	0	-0.3256
念佛	2	0	-0.3866	2	0.9678	0	-0.3256
命里	2	0	-0.3866	2	0.9678	0	-0.3256
小女	2	0	-0.3866	2	0.9678	0	-0.3256
寻找	2	0	-0.3866	2	0.9678	0	-0.3256
子	2	0	-0.3866	2	0.9678	0	-0.3256
三番五次	2	0	-0.3866	2	0.9678	0	-0.3256
越发	2	0	-0.3866	2	0.9678	0	-0.3256
苦	2	0	-0.3866	2	0.9678	0	-0.3256
入	2	0	-0.3866	2	0.9678	0	-0.3256
永不	2	0	-0.3866	2	0.9678	0	-0.3256
一拜	2	0	-0.3866	2	0.9678	0	-0.3256
歹人	2	0	-0.3866	2	0.9678	0	-0.3256
使个	2	0	-0.3866	2	0.9678	0	-0.3256
拔	2	0	-0.3866	2	0.9678	0	-0.3256
仙气	2	0	-0.3866	2	0.9678	0	-0.3256
四面	2	0	-0.3866	1	0.2607	1	0.2778
前后	2	0	-0.3866	2	0.9678	0	-0.3256
只好	2	0	-0.3866	2	0.9678	0	-0.3256
途中	2	0	-0.3866	2	0.9678	0	-0.3256
不提	2	0	-0.3866	2	0.9678	0	-0.3256
催	2	0	-0.3866	1	0.2607	1	0.2778
没奈何	2	0	-0.3866	2	0.9678	0	-0.3256
又值	2	0	-0.3866	2	0.9678	0	-0.3256
摆渡	2	0	-0.3866	2	0.9678	0	-0.3256
过河	2	0	-0.3866	2	0.9678	0	-0.3256
不语	2	0	-0.3866	2	0.9678	0	-0.3256
船	2	0	-0.3866	2	0.9678	0	-0.3256
肚子痛	2	0	-0.3866	2	0.9678	0	-0.3256
接着	2	0	-0.3866	1	0.2607	1	0.2778
冷水	2	0	-0.3866	2	0.9678	0	-0.3256
血团	2	0	-0.3866	2	0.9678	0	-0.3256
肉块	2	0	-0.3866	2	0.9678	0	-0.3256
卖	2	0	-0.3866	2	0.9678	0	-0.3256
药	2	0	-0.3866	2	0.9678	0	-0.3256
治	2	0	-0.3866	2	0.9678	0	-0.3256
西粱	2	0	-0.3866	2	0.9678	0	-0.3256
女国	2	0	-0.3866	2	0.9678	0	-0.3256
这水	2	0	-0.3866	2	0.9678	0	-0.3256
照照	2	0	-0.3866	2	0.9678	0	-0.3256
双影	2	0	-0.3866	2	0.9678	0	-0.3256
大惊失色	2	0	-0.3866	2	0.9678	0	-0.3256
钻	2	0	-0.3866	1	0.2607	1	0.2778
生产	2	0	-0.3866	2	0.9678	0	-0.3256
正南	2	0	-0.3866	2	0.9678	0	-0.3256
破儿	2	0	-0.3866	2	0.9678	0	-0.3256
胎气	2	0	-0.3866	2	0.9678	0	-0.3256
护住	2	0	-0.3866	2	0.9678	0	-0.3256
必须	2	0	-0.3866	2	0.9678	0	-0.3256
送礼	2	0	-0.3866	2	0.9678	0	-0.3256
算了	2	0	-0.3866	2	0.9678	0	-0.3256
离	2	0	-0.3866	2	0.9678	0	-0.3256
三十里	2	0	-0.3866	1	0.2607	1	0.2778
弄水	2	0	-0.3866	2	0.9678	0	-0.3256
个人	2	0	-0.3866	2	0.9678	0	-0.3256
庵门	2	0	-0.3866	2	0.9678	0	-0.3256
假托	2	0	-0.3866	2	0.9678	0	-0.3256
君子	2	0	-0.3866	2	0.9678	0	-0.3256
故此	2	0	-0.3866	2	0.9678	0	-0.3256
牛魔王	2	0	-0.3866	2	0.9678	0	-0.3256
令兄	2	0	-0.3866	2	0.9678	0	-0.3256
侄儿	2	0	-0.3866	2	0.9678	0	-0.3256
敌不过	2	0	-0.3866	2	0.9678	0	-0.3256
吊桶	2	0	-0.3866	2	0.9678	0	-0.3256
赶到	2	0	-0.3866	2	0.9678	0	-0.3256
呻吟	2	0	-0.3866	2	0.9678	0	-0.3256
桶	2	0	-0.3866	2	0.9678	0	-0.3256
井	2	0	-0.3866	2	0.9678	0	-0.3256
几下	2	0	-0.3866	1	0.2607	1	0.2778
一桶	2	0	-0.3866	2	0.9678	0	-0.3256
呜	2	0	-0.3866	2	0.9678	0	-0.3256
烧	2	0	-0.3866	2	0.9678	0	-0.3256
洗	2	0	-0.3866	2	0.9678	0	-0.3256
觉着	2	0	-0.3866	2	0.9678	0	-0.3256
使客	2	0	-0.3866	2	0.9678	0	-0.3256
擅入	2	0	-0.3866	2	0.9678	0	-0.3256
下官	2	0	-0.3866	2	0.9678	0	-0.3256
奏	2	0	-0.3866	2	0.9678	0	-0.3256
驾	2	0	-0.3866	2	0.9678	0	-0.3256
唐	2	0	-0.3866	2	0.9678	0	-0.3256
进城	2	0	-0.3866	2	0.9678	0	-0.3256
光明	2	0	-0.3866	2	0.9678	0	-0.3256
众女	2	0	-0.3866	2	0.9678	0	-0.3256
无不	2	0	-0.3866	1	0.2607	1	0.2778
欢悦	2	0	-0.3866	2	0.9678	0	-0.3256
主	2	0	-0.3866	1	0.2607	1	0.2778
中华	2	0	-0.3866	2	0.9678	0	-0.3256
他三人	2	0	-0.3866	2	0.9678	0	-0.3256
主公	2	0	-0.3866	2	0.9678	0	-0.3256
自古	2	0	-0.3866	2	0.9678	0	-0.3256
凭	2	0	-0.3866	2	0.9678	0	-0.3256
先去	2	0	-0.3866	2	0.9678	0	-0.3256
享用	2	0	-0.3866	2	0.9678	0	-0.3256
亲	2	0	-0.3866	2	0.9678	0	-0.3256
成亲	2	0	-0.3866	2	0.9678	0	-0.3256
办法	2	0	-0.3866	2	0.9678	0	-0.3256
臣	2	0	-0.3866	2	0.9678	0	-0.3256
奉	2	0	-0.3866	2	0.9678	0	-0.3256
顽徒	2	0	-0.3866	2	0.9678	0	-0.3256
亲事	2	0	-0.3866	2	0.9678	0	-0.3256
招赘	2	0	-0.3866	2	0.9678	0	-0.3256
沉不住气	2	0	-0.3866	2	0.9678	0	-0.3256
绝不	2	0	-0.3866	1	0.2607	1	0.2778
男身	2	0	-0.3866	2	0.9678	0	-0.3256
但是	2	0	-0.3866	1	0.2607	1	0.2778
媒人	2	0	-0.3866	2	0.9678	0	-0.3256
旨意	2	0	-0.3866	2	0.9678	0	-0.3256
赴	2	0	-0.3866	2	0.9678	0	-0.3256
盛筵	2	0	-0.3866	2	0.9678	0	-0.3256
情愿	2	0	-0.3866	1	0.2607	1	0.2778
招婚	2	0	-0.3866	2	0.9678	0	-0.3256
将计就计	2	0	-0.3866	2	0.9678	0	-0.3256
如果	2	0	-0.3866	2	0.9678	0	-0.3256
硬	2	0	-0.3866	2	0.9678	0	-0.3256
岂能	2	0	-0.3866	2	0.9678	0	-0.3256
但恐	2	0	-0.3866	2	0.9678	0	-0.3256
皇帝	2	0	-0.3866	2	0.9678	0	-0.3256
摆驾	2	0	-0.3866	2	0.9678	0	-0.3256
登	2	0	-0.3866	2	0.9678	0	-0.3256
宝殿	2	0	-0.3866	2	0.9678	0	-0.3256
印	2	0	-0.3866	2	0.9678	0	-0.3256
交付	2	0	-0.3866	1	0.2607	1	0.2778
筵宴	2	0	-0.3866	2	0.9678	0	-0.3256
送行	2	0	-0.3866	1	0.2607	1	0.2778
毫无	2	0	-0.3866	1	0.2607	1	0.2778
骑	2	0	-0.3866	2	0.9678	0	-0.3256
大路	2	0	-0.3866	2	0.9678	0	-0.3256
感谢	2	0	-0.3866	2	0.9678	0	-0.3256
不尽	2	0	-0.3866	2	0.9678	0	-0.3256
大驾	2	0	-0.3866	2	0.9678	0	-0.3256
哪一位	2	0	-0.3866	2	0.9678	0	-0.3256
仔细观看	2	0	-0.3866	2	0.9678	0	-0.3256
前来	2	0	-0.3866	1	0.2607	1	0.2778
金銮宝	2	0	-0.3866	2	0.9678	0	-0.3256
同登	2	0	-0.3866	2	0.9678	0	-0.3256
嚷	2	0	-0.3866	1	0.2607	1	0.2778
好歹	2	0	-0.3866	2	0.9678	0	-0.3256
造弓	2	0	-0.3866	2	0.9678	0	-0.3256
造箭	2	0	-0.3866	2	0.9678	0	-0.3256
误	2	0	-0.3866	1	0.2607	1	0.2778
奔	2	0	-0.3866	2	0.9678	0	-0.3256
龙床	2	0	-0.3866	2	0.9678	0	-0.3256
陈	2	0	-0.3866	2	0.9678	0	-0.3256
唐王	2	0	-0.3866	2	0.9678	0	-0.3256
牛贺洲	2	0	-0.3866	2	0.9678	0	-0.3256
天条	2	0	-0.3866	2	0.9678	0	-0.3256
尊意	2	0	-0.3866	2	0.9678	0	-0.3256
即令	2	0	-0.3866	2	0.9678	0	-0.3256
端端正正	2	0	-0.3866	1	0.2607	1	0.2778
押	2	0	-0.3866	1	0.2607	1	0.2778
计	2	0	-0.3866	2	0.9678	0	-0.3256
盏	2	0	-0.3866	1	0.2607	1	0.2778
我愿	2	0	-0.3866	2	0.9678	0	-0.3256
卷	2	0	-0.3866	2	0.9678	0	-0.3256
洞前	2	0	-0.3866	2	0.9678	0	-0.3256
看时	2	0	-0.3866	2	0.9678	0	-0.3256
旋风	2	0	-0.3866	2	0.9678	0	-0.3256
似	2	0	-0.3866	2	0.9678	0	-0.3256
石屏	2	0	-0.3866	2	0.9678	0	-0.3256
石门	2	0	-0.3866	1	0.2607	1	0.2778
钻进	2	0	-0.3866	1	0.2607	1	0.2778
奶奶	2	0	-0.3866	1	0.2607	1	0.2778
一盘	2	0	-0.3866	2	0.9678	0	-0.3256
肉馅	2	0	-0.3866	2	0.9678	0	-0.3256
喷	2	0	-0.3866	2	0.9678	0	-0.3256
罩住	2	0	-0.3866	2	0.9678	0	-0.3256
柄	2	0	-0.3866	1	0.2607	1	0.2778
洞外	2	0	-0.3866	1	0.2607	1	0.2778
雷音寺	2	0	-0.3866	2	0.9678	0	-0.3256
如来佛	2	0	-0.3866	2	0.9678	0	-0.3256
败阵	2	0	-0.3866	2	0.9678	0	-0.3256
抱住	2	0	-0.3866	2	0.9678	0	-0.3256
上扎	2	0	-0.3866	2	0.9678	0	-0.3256
这头	2	0	-0.3866	2	0.9678	0	-0.3256
老君	2	0	-0.3866	2	0.9678	0	-0.3256
剁	2	0	-0.3866	1	0.2607	1	0.2778
放进	2	0	-0.3866	1	0.2607	1	0.2778
膏药	2	0	-0.3866	2	0.9678	0	-0.3256
贴	2	0	-0.3866	2	0.9678	0	-0.3256
另	2	0	-0.3866	2	0.9678	0	-0.3256
夫妻	2	0	-0.3866	2	0.9678	0	-0.3256
痒痒	2	0	-0.3866	2	0.9678	0	-0.3256
举着	2	0	-0.3866	2	0.9678	0	-0.3256
举	2	0	-0.3866	2	0.9678	0	-0.3256
刺	2	0	-0.3866	2	0.9678	0	-0.3256
老妈妈	2	0	-0.3866	2	0.9678	0	-0.3256
一起	2	0	-0.3866	1	0.2607	1	0.2778
磕头	2	0	-0.3866	1	0.2607	1	0.2778
赶	2	0	-0.3866	2	0.9678	0	-0.3256
拜道	2	0	-0.3866	2	0.9678	0	-0.3256
救出	2	0	-0.3866	2	0.9678	0	-0.3256
不得	2	0	-0.3866	1	0.2607	1	0.2778
东	2	0	-0.3866	2	0.9678	0	-0.3256
西梁国	2	0	-0.3866	2	0.9678	0	-0.3256
官道	2	0	-0.3866	2	0.9678	0	-0.3256
请来	2	0	-0.3866	2	0.9678	0	-0.3256
恕罪	2	0	-0.3866	2	0.9678	0	-0.3256
行礼	2	0	-0.3866	1	0.2607	1	0.2778
医治	2	0	-0.3866	2	0.9678	0	-0.3256
那星官	2	0	-0.3866	2	0.9678	0	-0.3256
妙	2	0	-0.3866	2	0.9678	0	-0.3256
发狠	2	0	-0.3866	2	0.9678	0	-0.3256
现出	2	0	-0.3866	2	0.9678	0	-0.3256
大小	2	0	-0.3866	2	0.9678	0	-0.3256
有累	2	0	-0.3866	2	0.9678	0	-0.3256
后边	2	0	-0.3866	2	0.9678	0	-0.3256
濯垢泉	2	0	-0.3866	2	0.9678	0	-0.3256
无穷	2	0	-0.3866	2	0.9678	0	-0.3256
大家	2	0	-0.3866	2	0.9678	0	-0.3256
陪	2	0	-0.3866	2	0.9678	0	-0.3256
拦住	2	0	-0.3866	2	0.9678	0	-0.3256
之势	2	0	-0.3866	1	0.2607	1	0.2778
层	2	0	-0.3866	2	0.9678	0	-0.3256
神道	2	0	-0.3866	2	0.9678	0	-0.3256
手段	2	0	-0.3866	1	0.2607	1	0.2778
七	2	0	-0.3866	2	0.9678	0	-0.3256
仙姑	2	0	-0.3866	2	0.9678	0	-0.3256
霸占	2	0	-0.3866	2	0.9678	0	-0.3256
占	2	0	-0.3866	2	0.9678	0	-0.3256
衣架	2	0	-0.3866	2	0.9678	0	-0.3256
下水	2	0	-0.3866	2	0.9678	0	-0.3256
地一	2	0	-0.3866	1	0.2607	1	0.2778
拿来	2	0	-0.3866	2	0.9678	0	-0.3256
天黑	2	0	-0.3866	1	0.2607	1	0.2778
家里	2	0	-0.3866	2	0.9678	0	-0.3256
路边	2	0	-0.3866	2	0.9678	0	-0.3256
水里	2	0	-0.3866	2	0.9678	0	-0.3256
不同	2	0	-0.3866	2	0.9678	0	-0.3256
席	2	0	-0.3866	2	0.9678	0	-0.3256
绊脚	2	0	-0.3866	2	0.9678	0	-0.3256
索	2	0	-0.3866	2	0.9678	0	-0.3256
爬	2	0	-0.3866	2	0.9678	0	-0.3256
干儿子	2	0	-0.3866	2	0.9678	0	-0.3256
丧	2	0	-0.3866	2	0.9678	0	-0.3256
十个	2	0	-0.3866	2	0.9678	0	-0.3256
百个	2	0	-0.3866	2	0.9678	0	-0.3256
千个	2	0	-0.3866	2	0.9678	0	-0.3256
欺负	2	0	-0.3866	1	0.2607	1	0.2778
龙	2	0	-0.3866	2	0.9678	0	-0.3256
那马	2	0	-0.3866	2	0.9678	0	-0.3256
赶上	2	0	-0.3866	2	0.9678	0	-0.3256
借	2	0	-0.3866	1	0.2607	1	0.2778
宿一宵	2	0	-0.3866	1	0.2607	1	0.2778
更加	2	0	-0.3866	2	0.9678	0	-0.3256
不幸	2	0	-0.3866	2	0.9678	0	-0.3256
千顷	2	0	-0.3866	2	0.9678	0	-0.3256
真真	2	0	-0.3866	2	0.9678	0	-0.3256
理睬	2	0	-0.3866	2	0.9678	0	-0.3256
留意	2	0	-0.3866	1	0.2607	1	0.2778
还俗	2	0	-0.3866	2	0.9678	0	-0.3256
也罢	2	0	-0.3866	2	0.9678	0	-0.3256
倒插门	2	0	-0.3866	2	0.9678	0	-0.3256
几拜	2	0	-0.3866	2	0.9678	0	-0.3256
后门	2	0	-0.3866	2	0.9678	0	-0.3256
愿意	2	0	-0.3866	1	0.2607	1	0.2778
?	2	0	-0.3866	2	0.9678	0	-0.3256
努嘴	2	0	-0.3866	1	0.2607	1	0.2778
连连	2	0	-0.3866	1	0.2607	1	0.2778
亲家	2	0	-0.3866	2	0.9678	0	-0.3256
手帕	2	0	-0.3866	2	0.9678	0	-0.3256
撞	2	0	-0.3866	2	0.9678	0	-0.3256
摔	2	0	-0.3866	1	0.2607	1	0.2778
从此	2	0	-0.3866	1	0.2607	1	0.2778
邪念	2	0	-0.3866	2	0.9678	0	-0.3256
烛光	2	0	-0.3866	0	-0.3455	2	1.0101
见状	2	0	-0.3866	0	-0.3455	2	1.0101
咧嘴	2	0	-0.3866	0	-0.3455	2	1.0101
咯咯	2	0	-0.3866	0	-0.3455	2	1.0101
铁背	2	0	-0.3866	0	-0.3455	2	1.0101
铁皮	2	0	-0.3866	0	-0.3455	2	1.0101
铜骨	2	0	-0.3866	0	-0.3455	2	1.0101
派	2	0	-0.3866	0	-0.3455	2	1.0101
明	2	0	-0.3866	0	-0.3455	2	1.0101
夹	2	0	-0.3866	0	-0.3455	2	1.0101
瞥	2	0	-0.3866	0	-0.3455	2	1.0101
务必	2	0	-0.3866	0	-0.3455	2	1.0101
掂	2	0	-0.3866	0	-0.3455	2	1.0101
火星	2	0	-0.3866	0	-0.3455	2	1.0101
山顶	2	0	-0.3866	0	-0.3455	2	1.0101
洞府	2	0	-0.3866	0	-0.3455	2	1.0101
本事	2	0	-0.3866	0	-0.3455	2	1.0101
黑货	2	0	-0.3866	0	-0.3455	2	1.0101
狠狠	2	0	-0.3866	0	-0.3455	2	1.0101
山神	2	0	-0.3866	0	-0.3455	2	1.0101
一来一往	1	1	0.4446	0	-0.1728	0	-0.1628
渐暗	1	1	0.4446	0	-0.1728	0	-0.1628
山色	1	1	0.4446	0	-0.1728	0	-0.1628
心绪不宁	1	1	0.4446	0	-0.1728	0	-0.1628
悬在	1	1	0.4446	0	-0.1728	0	-0.1628
胸口	1	1	0.4446	0	-0.1728	0	-0.1628
拌嘴	1	1	0.4446	0	-0.1728	0	-0.1628
插话	1	1	0.4446	0	-0.1728	0	-0.1628
脸来	1	1	0.4446	0	-0.1728	0	-0.1628
坡路	1	1	0.4446	0	-0.1728	0	-0.1628
确定	1	1	0.4446	0	-0.1728	0	-0.1628
应当	1	1	0.4446	0	-0.1728	0	-0.1628
驾着	1	1	0.4446	0	-0.1728	0	-0.1628
七八	1	1	0.4446	0	-0.1728	0	-0.1628
户	1	1	0.4446	0	-0.1728	0	-0.1628
今晚	1	1	0.4446	0	-0.1728	0	-0.1628
加快	1	1	0.4446	0	-0.1728	0	-0.1628
环环相扣	1	1	0.4446	0	-0.1728	0	-0.1628
缺一不可	1	1	0.4446	0	-0.1728	0	-0.1628
不服气	1	1	0.4446	0	-0.1728	0	-0.1628
压得	1	1	0.4446	0	-0.1728	0	-0.1628
没说	1	1	0.4446	0	-0.1728	0	-0.1628
坐落	1	1	0.4446	0	-0.1728	0	-0.1628
山脚	1	1	0.4446	0	-0.1728	0	-0.1628
平地上	1	1	0.4446	0	-0.1728	0	-0.1628
稻茬	1	1	0.4446	0	-0.1728	0	-0.1628
整整齐齐	1	1	0.4446	0	-0.1728	0	-0.1628
银光	1	1	0.4446	0	-0.1728	0	-0.1628
半掩	1	1	0.4446	0	-0.1728	0	-0.1628
院里	1	1	0.4446	0	-0.1728	0	-0.1628
暖暖的	1	1	0.4446	0	-0.1728	0	-0.1628
借宿一晚	1	1	0.4446	0	-0.1728	0	-0.1628
四人进	1	1	0.4446	0	-0.1728	0	-0.1628
掌着	1	1	0.4446	0	-0.1728	0	-0.1628
走边	1	1	0.4446	0	-0.1728	0	-0.1628
唐僧合	1	1	0.4446	0	-0.1728	0	-0.1628
十道	1	1	0.4446	0	-0.1728	0	-0.1628
求法	1	1	0.4446	0	-0.1728	0	-0.1628
戒备	1	1	0.4446	0	-0.1728	0	-0.1628
大半	1	1	0.4446	0	-0.1728	0	-0.1628
进屋	1	1	0.4446	0	-0.1728	0	-0.1628
桌旁	1	1	0.4446	0	-0.1728	0	-0.1628
十来	1	1	0.4446	0	-0.1728	0	-0.1628
外孙女	1	1	0.4446	0	-0.1728	0	-0.1628
蹭	1	1	0.4446	0	-0.1728	0	-0.1628
半张	1	1	0.4446	0	-0.1728	0	-0.1628
噗嗤	1	1	0.4446	0	-0.1728	0	-0.1628
捂住	1	1	0.4446	0	-0.1728	0	-0.1628
嗔	1	1	0.4446	0	-0.1728	0	-0.1628
不懂事	1	1	0.4446	0	-0.1728	0	-0.1628
别见怪	1	1	0.4446	0	-0.1728	0	-0.1628
习惯	1	1	0.4446	0	-0.1728	0	-0.1628
入座	1	1	0.4446	0	-0.1728	0	-0.1628
应声	1	1	0.4446	0	-0.1728	0	-0.1628
麻利	1	1	0.4446	0	-0.1728	0	-0.1628
一桌	1	1	0.4446	0	-0.1728	0	-0.1628
饭食	1	1	0.4446	0	-0.1728	0	-0.1628
粗茶淡饭	1	1	0.4446	0	-0.1728	0	-0.1628
南瓜	1	1	0.4446	0	-0.1728	0	-0.1628
一碟	1	1	0.4446	0	-0.1728	0	-0.1628
腌	1	1	0.4446	0	-0.1728	0	-0.1628
外加	1	1	0.4446	0	-0.1728	0	-0.1628
半锅	1	1	0.4446	0	-0.1728	0	-0.1628
杂粮	1	1	0.4446	0	-0.1728	0	-0.1628
摆在	1	1	0.4446	0	-0.1728	0	-0.1628
香气	1	1	0.4446	0	-0.1728	0	-0.1628
四溢	1	1	0.4446	0	-0.1728	0	-0.1628
挪不开	1	1	0.4446	0	-0.1728	0	-0.1628
唾沫	1	1	0.4446	0	-0.1728	0	-0.1628
规规矩矩	1	1	0.4446	0	-0.1728	0	-0.1628
两只手	1	1	0.4446	0	-0.1728	0	-0.1628
用尽	1	1	0.4446	0	-0.1728	0	-0.1628
平生	1	1	0.4446	0	-0.1728	0	-0.1628
先动	1	1	0.4446	0	-0.1728	0	-0.1628
筷	1	1	0.4446	0	-0.1728	0	-0.1628
念毕	1	1	0.4446	0	-0.1728	0	-0.1628
弹簧	1	1	0.4446	0	-0.1728	0	-0.1628
埋头	1	1	0.4446	0	-0.1728	0	-0.1628
之快	1	1	0.4446	0	-0.1728	0	-0.1628
愣神	1	1	0.4446	0	-0.1728	0	-0.1628
两口	1	1	0.4446	0	-0.1728	0	-0.1628
